,celltype,major_celltype,label,Neurons_In,Neurons_Ex,Oligo_2_3_2,Oligo_2_3_1,Oligo_2_2,Oligo_2_1,OPC,AstroSERPINI2,AstroPLCG1,AstroAQP1,TC_prolif,TC_OPC,TC_oligo,TC_NPC,TC_AC,TC_mesnh,TC_mesh,Mg_prolif,Mg_1_3,Mg_1_1,Granulocyte,Monocyte_Nc,Monocyte,Mac_prolif,Mac_5_1_3,Mac_5_1_2,DC_mig,DC,NKT,Treg,Tcell_prolif,CD8_TRM,CD8,CD4,Bcell_plasma,Bcell,gbmFib_6,gbmFib_5,gbmFib_4,Fibroblast,FBMC,gbmEndoPeri_2,gbmEndoPeri_1,gbmPeri,Pericyte,SMC,gbmEndo_9_4,gbmEndo_9_3,gbmEndo_9_1a,gbmEndo_9_1,Endo_cap,Venule,Venous,Art3,Art2,Art1
SERPINB9,DC,Myeloid,,-0.0254910496888489,0.348800431642591,-1.14646953229679,-0.962515867948964,-1.09295642240674,-1.16730701704417,-1.23330447952616,-0.920599225061315,-0.698757994381134,-1.23308055477396,-1.14410303156567,-1.1795725740828,-1.19577162176433,-1.20654472137756,-1.14946379064038,-1.14077592839353,-1.18024712470425,2.47974802236168,0.646406035649958,2.22779888243705,-1.10364598687945,0.596511024881808,0.235641617788704,0.836643946139449,0.625059821173847,1.51705828599869,0.967533511672384,2.4924781301429,-0.195333572600652,0.510254601799109,0.21992220382407,-0.168594222836717,-0.131837521037916,-0.245796075796235,-0.383333254568726,0.14523376619011,-0.785866410441816,-0.649606971017529,-0.753275558030969,-0.0584934028798599,-0.0283076679819803,1.0083503163877,1.49186765144738,-0.566194249766567,0.477507387941152,-0.588690471214771,1.61296189726936,0.474548389399625,0.405915244751621,0.895220138675252,0.265101610700615,0.731157096017021,0.261818876318054,0.224686346579743,-0.490593585405622,1.12830464892555
SMAP2,DC,Myeloid,,0.121645808209038,0.845475332622347,-0.662870198619425,-0.727170129820654,-1.0217158142867,-1.02472589421867,-0.251424110111922,-1.19553834644921,-1.24311953018402,-1.23730005253686,-0.596493234428321,-0.291220414306131,-0.761516683455624,-0.693523985247755,-0.814984403355417,-0.939820876875723,-0.923698267491406,1.49785149095101,1.23289432839242,1.84898822254989,0.367085402937167,1.65435862324721,1.21575798240846,0.602510885808615,0.86032953440849,1.43831156580487,1.45143722809254,1.99389724613139,0.380604537292683,1.32569384651088,0.747440649079806,0.180554055907926,0.404222984582983,0.567415078748723,1.24059027991467,1.85083067325031,-0.87035456884319,-0.425322503599643,-0.898290681421526,-1.13187105817794,-1.21131625652672,0.938918919768978,0.757134204857666,-0.40352253260325,-0.524476003699121,-1.12369761273595,1.15440172345388,0.0739781770016437,-0.366661768943351,-0.249473448075051,-0.364096524666488,-0.700259774585184,-1.06372255522127,-1.00512015241201,-1.00326615319118,-1.02575524584389
CD247,NKT,Lymphoid,,0.344889930126908,0.404012265614338,-0.386190356794508,-0.386190356794508,-0.386190356794508,-0.381250859039565,-0.386190356794508,-0.386190356794508,-0.162870329299663,-0.386190356794508,-0.35421335767965,-0.380173961433717,-0.380690838333074,-0.381028401276746,-0.386190356794508,-0.359959120759636,-0.3663782687555,-0.386190356794508,-0.379637847413324,-0.375573198073204,-0.386190356794508,-0.304849502911684,-0.380438414823996,-0.343144259898788,-0.377229745693431,-0.376043434862603,-0.220376125776297,-0.379423841838239,4.4996704620377,3.26258282360246,2.75939301845068,1.77818950333515,1.9499132970992,1.80096467992289,-0.246033101064684,-0.308848244991671,-0.342371073875392,-0.342524992976383,-0.335732029670459,-0.214756026006618,-0.345669950159231,-0.253105566807239,-0.358367060924101,-0.373964466201919,-0.303835511216025,-0.345807659006767,-0.37894228242208,-0.354582741318569,-0.386190356794508,-0.34440613978444,-0.380169394613599,-0.369655290202726,-0.386190356794508,-0.336819076014846,-0.386190356794508,-0.326459583529366
FASLG,NKT,Lymphoid,FASLG,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,0.285648981409473,-0.231712953169032,5.09056375240786,0.172410597120165,2.70324219452587,3.15688047933569,2.47072543935448,0.9827997610912,-0.0158433116391999,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.267584641930064,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.278343151408783,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.230670428130516,-0.319436801569766,-0.319436801569766,-0.319436801569766,-0.220897492746992,-0.319436801569766,-0.319436801569766,-0.200873560289965,-0.319436801569766
GNLY,NKT,Lymphoid,GNLY,-0.335693226615008,-0.324331289310536,-0.318054312583979,-0.320993735548041,-0.334962888065188,-0.326540563212763,-0.340477598402248,-0.340477598402248,-0.340477598402248,-0.340477598402248,-0.291900280264854,-0.334397702356172,-0.340477598402248,-0.333616722255351,-0.326521426429964,-0.285071041794504,-0.340477598402248,-0.0486063325342899,-0.0526401174673801,-0.0561174412603744,-0.340477598402248,-0.036644112576587,-0.304755197633297,-0.317546130966443,-0.172175835528914,-0.304229989432431,-0.240612384781493,-0.256934669549773,6.70593816862523,-0.00420238416124055,0.346528482049783,-0.262006213187633,2.06991235259064,-0.180933159898598,-0.245223817803244,-0.239260884282038,0.0398509971296755,-0.0651992024582423,0.0713299429853203,-0.282089565824342,-0.289843798497272,-0.0478683670129069,0.0417602496507779,-0.211754673016219,-0.304814437610572,-0.293348322789871,1.16378542370908,0.836502965383616,0.402508014521022,-0.116305868042471,-0.07890689056411,-0.211951435956264,-0.30813969745055,-0.284574124303101,-0.253158760941281,-0.292846403862119
KLRB1,NKT,Lymphoid,KLRB1,-0.243812716119459,-0.223571916257994,-0.318309288596165,-0.329729792478829,-0.321980560402677,-0.329729792478829,-0.25909081729019,-0.329729792478829,-0.329729792478829,-0.329729792478829,-0.314770544398612,-0.31530552730601,-0.313736554051261,-0.315917020651396,-0.310974628188863,-0.304839049698422,-0.329729792478829,-0.329729792478829,-0.322096168289982,-0.329729792478829,-0.329729792478829,-0.329729792478829,-0.329729792478829,-0.305047563987883,-0.310524038593409,-0.316853164821547,-0.0103223954824941,-0.314590690174372,5.37319718695122,1.30825379435902,1.65063161550416,0.403479743129456,2.6593127051351,3.17190319705992,-0.280644617945146,-0.260430027536715,-0.28275120832905,-0.252707206588454,-0.204783314408287,-0.286597703365094,-0.310266852395529,-0.329729792478829,-0.329729792478829,-0.290777765577079,-0.267943418451905,-0.304807124460006,-0.286646224358158,-0.237397077081225,-0.145203353825906,-0.284205295117231,-0.329729792478829,-0.329729792478829,-0.293823788112714,-0.272959596365908,-0.264948092708321,-0.272196044018977
KLRD1,NKT,Lymphoid,KLRD1,-0.201685326470278,-0.0412732551083038,-0.314889709233311,-0.321212429574433,-0.331399811500092,-0.345011769915405,-0.279774581516366,-0.187752471504705,-0.345011769915405,-0.345011769915405,-0.322716086529408,-0.332859277398752,-0.32606850443009,-0.339413030811727,-0.338446031938666,-0.323797117040247,-0.292675495148015,-0.330252466633456,-0.345011769915405,-0.338822254479872,-0.334936280898206,-0.254150155322414,-0.345011769915405,-0.345011769915405,-0.332830897602498,-0.34053263900802,-0.345011769915405,-0.332419391098091,6.12082183213007,-0.316546816258911,0.276454406163128,0.00468853005244488,3.474875064484,-0.166201292351361,-0.287508298696079,-0.270361099823294,-0.195854277302169,-0.286249937838957,0.0482627374558935,0.893631448852768,0.181901034571304,-0.21608106777167,-0.286684655645927,-0.305496622027806,-0.200125694308579,0.0704985700279165,-0.252727290274133,-0.248207795192528,-0.167014189926445,-0.324154297255609,-0.265429713568457,-0.0823683594004411,0.716921536904379,0.449613101148139,0.0581274301742206,0.208205318332893
KLRF1,NKT,Lymphoid,KLRF1,-0.101555982445628,-0.165397841303346,-0.204906045871585,-0.191876603837919,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.175564002652891,-0.204906045871585,-0.189959204167538,-0.204906045871585,-0.204906045871585,-0.175086198020413,-0.148397921032589,-0.204906045871585,-0.204906045871585,-0.204906045871585,-0.204906045871585,7.27581243235771,-0.204906045871585,-0.155113366922877,-0.204906045871585,0.192786993399953,-0.204906045871585,-0.204906045871585,-0.174989476630744,-0.16061372184291,-0.181264519141182,-0.204906045871585,-0.155940095270642,-0.122408081559978,0.00434063479448988,0.131476732232909,-0.178386249372181,-0.204906045871585,-0.188475292918266,-0.0336734234786953,-0.141947174965897,-0.0196598909762539,-0.118345095957392,0.00869279808019447,0.547551625864594,-0.204906045871585,0.217512222475192,-0.0451628226711433,0.183012810367826
PRF1,NKT,Lymphoid,,-0.358184891625086,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.354789072124538,-0.354312921977297,-0.359650865150591,-0.359650865150591,-0.354009775211652,-0.348256583803851,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.34212094930762,-0.354760827690196,-0.359650865150591,-0.20572179497896,-0.337872653148356,5.6071190368969,1.512854742042,1.37018028285586,1.7042959265406,3.05339425960548,0.876420902773899,-0.149887181064099,-0.318994393563599,-0.318840340973814,-0.231939441334655,-0.335501395741838,-0.341702864071068,-0.359650865150591,0.556159151873563,-0.185513246906754,0.642447334818707,-0.310532401017374,-0.359650865150591,-0.21820064234383,0.489035406986252,-0.359650865150591,-0.343954242310055,-0.336238066132656,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591,-0.359650865150591
AQP3,Treg,Lymphoid,,-0.411335837335758,-0.273373518626086,-0.392535541991567,-0.415518807015087,-0.398642532245468,-0.427969182743871,-0.427969182743871,-0.427969182743871,-0.427969182743871,-0.427969182743871,-0.410201265695456,-0.414746898204896,-0.414839008690356,-0.403457076724978,-0.390394983058228,-0.373419287930846,-0.427969182743871,-0.427969182743871,-0.415441057727095,-0.398920283976019,-0.40139828328195,-0.427969182743871,-0.427969182743871,-0.246740690286584,-0.360961172955832,-0.416242255145649,-0.111765362666361,-0.281989402113542,-0.189783018586858,4.29291387539637,3.29129219669198,0.599569814111351,0.977890813815957,2.46198952592424,3.49234582809208,-0.360667260920585,-0.020417229626114,0.369646246387754,-0.0999981954126121,0.124991059234726,-0.160241351283861,0.110389651275864,-0.36609768936296,-0.158372525369674,-0.427969182743871,-0.156172813064481,-0.230995070538242,0.114828743002643,-0.298190057430193,-0.281415249167874,-0.378013502554116,-0.427969182743871,-0.427969182743871,-0.371291285046962,-0.427969182743871,-0.268679864226354
CD2,Treg,Lymphoid,CD2,-0.37182108804709,-0.368778564240055,-0.37182108804709,-0.37182108804709,-0.37182108804709,-0.366932078979638,-0.37182108804709,-0.37182108804709,-0.37182108804709,-0.37182108804709,-0.353588386961905,-0.367589267683691,-0.367447640082421,-0.37182108804709,-0.366696423942744,-0.34701710265986,-0.332984597817242,-0.351101258874727,-0.37182108804709,-0.37182108804709,-0.37182108804709,-0.309238312454589,-0.345843782663628,-0.344443967172797,-0.361682800827693,-0.333098726658645,-0.0473063461366293,-0.15332138365139,1.45175133434295,3.49782454861456,3.10478807879669,3.13498983344135,2.9146576032617,2.62294435766522,-0.14087065992533,-0.310885122829682,-0.344942470081654,-0.29400193948969,-0.194854614370751,-0.357759113550992,-0.365595658771107,-0.336220206556626,-0.348901082886639,-0.350453172019195,-0.358872484169659,-0.36685749582529,-0.350981252126951,-0.287728924114063,-0.259384717056192,-0.291564310304626,-0.356618963076116,-0.37182108804709,-0.344255519406795,-0.37182108804709,-0.37182108804709,-0.37182108804709
CD27,Treg,Lymphoid,CD27,-0.359509391568352,-0.372969300799162,-0.361213283659264,-0.372313204299181,-0.370376883670934,-0.371486312425883,-0.385090988280843,-0.385090988280843,-0.385090988280843,-0.385090988280843,-0.373086206832624,-0.364500912352279,-0.34132659017534,-0.368096643157444,-0.359127818067816,-0.374076705373291,-0.385090988280843,-0.372197265641521,-0.385090988280843,-0.378285419853687,-0.376855737672064,-0.30328637788119,-0.385090988280843,-0.385090988280843,-0.375443335516604,-0.37516391066445,-0.112238100207771,-0.36677574457486,0.021639239486086,4.25692755223499,1.81194922761051,2.74028853062464,1.69781253438525,1.35954094470043,3.73598112226283,1.17059471023273,-0.35176814937096,-0.289967050631,-0.273940185082547,-0.288272589084459,-0.367697553769719,-0.329366726399652,-0.318091346258424,-0.355815551189042,-0.367054911241271,-0.377903895123388,-0.368183018450758,-0.318641943589849,-0.385090988280843,-0.329541287739878,-0.342156374316558,-0.119867378342284,-0.352489412539008,-0.359646472925673,-0.385090988280843,-0.385090988280843
CD28,Treg,Lymphoid,CD28,-0.323218163640563,-0.307079987810816,-0.312631937414777,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.317921448475711,-0.266205442072602,-0.177047604661762,-0.341835360888672,-0.244777661509998,-0.322940625556105,-0.120063057602135,-0.341835360888672,-0.106003989952048,-0.135443528483137,-0.062712072487086,-0.113424398926906,-0.299806158582478,-0.12608217824979,5.36669637175908,3.30327214270092,2.09148510395747,0.593995220361889,2.50953366247117,-0.21189694006921,-0.341835360888672,-0.297280298482322,-0.297165364906031,-0.316857771988414,-0.316283826966756,-0.296113456452735,-0.0482772102965994,-0.341835360888672,-0.290297213137737,-0.245154524324641,-0.322975885133709,-0.274550728021373,-0.074745238111174,0.0623989018696737,-0.283531361658573,-0.280427693779164,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.341835360888672,-0.299758416592407
CTLA4,Treg,Lymphoid,CTLA4,-0.26932087122376,-0.264452359435071,-0.261261722865783,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.260758804006399,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.23746988563978,-0.226577835029331,-0.17244307794621,-0.261171959780946,-0.204534239168791,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.124120831950773,-0.250168549785761,-0.177020344156305,0.368223965514934,0.986102365727444,-0.200970579642076,6.83217487203558,1.62092662558422,0.919873400413018,0.0334005400567879,0.92599321976232,-0.101938244703852,-0.26932087122376,-0.245939249176622,-0.219567466134402,-0.135671767063794,-0.26932087122376,-0.26932087122376,-0.225256997585555,-0.164943898386667,-0.26932087122376,-0.244018205479962,-0.26932087122376,-0.224266254210177,-0.20075545237061,-0.163293560597978,-0.208411646938985,-0.246330097704335,-0.201651049963892,-0.26932087122376,-0.26932087122376,-0.26932087122376,-0.26932087122376
CYTIP,Treg,Lymphoid,,-0.667151097366728,-0.668215743429516,-0.656439217256745,-0.661849751699374,-0.657128704456306,-0.664884079057804,-0.668215743429516,-0.668215743429516,-0.668215743429516,-0.668215743429516,-0.631027150092821,-0.66154348260144,-0.652997877222393,-0.661515343161841,-0.66085485538106,-0.623604214854259,-0.654831561033334,-0.0450263848237235,-0.402824552949657,-0.145689943883692,-0.381084106883046,2.42439227685671,0.26831889810113,0.877621258677393,1.14895903094723,0.325439491838528,1.95039742250665,1.75353267655562,1.57436472253569,2.48011127980506,2.06224144642533,1.75128656067385,1.87045699336458,1.78996198022599,1.47076443051994,1.15192454238207,-0.609229879620883,-0.586625338556095,-0.511961843568837,-0.561882381591138,-0.557943428747984,-0.389748853245722,-0.567383586430725,-0.595039185871931,-0.606405433770602,-0.0984972307363792,-0.245541098423673,-0.543245892824514,-0.508061531932793,-0.588329743013409,-0.639159357402096,-0.608646286329314,-0.608454490216834,-0.65178000096951,-0.630669314056464,-0.621637094235057
FOXP3,Treg,Lymphoid,FOXP3,-0.145717077945789,-0.135286848405493,-0.155208049801934,-0.145057048954891,-0.171657534618931,-0.159957155706009,-0.171657534618931,-0.171657534618931,-0.171657534618931,-0.0583558579457675,-0.154873861998062,-0.171657534618931,-0.171657534618931,-0.150645273567246,-0.161919551142148,-0.171657534618931,-0.171657534618931,-0.129756360375174,-0.149625472123375,-0.171657534618931,-0.171657534618931,-0.171657534618931,-0.171657534618931,-0.141258939233957,-0.165673575596916,-0.163424452714522,-0.171657534618931,-0.171657534618931,-0.171657534618931,7.28815971870828,0.786460712086984,-0.147337475197672,-0.128228923740467,-0.0823528397113871,-0.0250311679495429,-0.171657534618931,-0.144542893808424,-0.171657534618931,-0.0962198240672296,-0.0967504884407387,-0.145152284701642,-0.171657534618931,-0.171657534618931,-0.171657534618931,-0.112181105689246,-0.160673201969922,-0.166143439068744,-0.126968354472689,-0.0672390652874538,-0.149989777895372,-0.143255793511354,-0.146013438917758,-0.171657534618931,-0.171657534618931,-0.171657534618931,-0.171657534618931
GATA3,Treg,Lymphoid,,-0.380922055047309,-0.369665235155672,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.372263284184238,-0.384161836007407,-0.372504964194734,-0.384161836007407,-0.214922125917045,-0.322024096362969,-0.384161836007407,-0.331487801354793,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.384161836007407,-0.374690060329682,-0.384161836007407,0.156868966168462,-0.364984755852519,1.7036201422544,4.92995211102556,2.58588344887388,2.38869701723409,2.12228982520589,2.25296402377215,-0.157389584002199,-0.359980783035036,-0.350460066047381,-0.248052859671078,-0.16247921593005,-0.365913224569864,-0.368227034700888,-0.212407505012862,-0.325657388765845,-0.360633759310422,-0.350003753763907,-0.371116119478183,-0.356923165258849,-0.0407180903488046,0.115288102834005,-0.305757573108679,-0.353406845781442,-0.384161836007407,-0.384161836007407,-0.238283486326519,-0.347511260646652,-0.193940823062682
HLA-A,Treg,Lymphoid,,-1.6838602166745,-2.14077974538166,0.788739994060778,-0.499528069769694,-1.6045857253641,-1.0794281214429,-1.73472790804574,-2.14420221289641,-2.15138561972926,-2.18474771829916,-0.424745174155066,-0.939455799070855,-1.23191056058113,-1.26324138859474,-0.510118228065544,-0.0365511614723783,-0.715562492176613,0.859782457166638,0.330321916337489,0.60151119254461,-1.25691365769789,0.897873254089919,0.642520676763883,0.534866428325385,0.783113940779285,0.921098383996366,1.15402104902056,0.791770490029732,1.29205377301701,1.44332610195348,-0.2255385312668,1.34386254026736,1.23405296920781,1.14512711356601,0.142650256426644,0.951994779828868,0.0798303542546092,0.366759867326305,-0.00750954803023514,-0.27596891582561,0.00667137419074269,0.638223977596436,0.700137954609059,0.0580575297141971,-0.409350489219652,-0.191957638912167,0.596026776797537,0.318876266069948,0.632622171438448,0.656564481423514,0.501473356469268,0.425132097552591,0.405474181362904,0.497367142526877,0.465422419153477,0.50474165480435
IL2RA,Treg,Lymphoid,,-0.368824291007397,-0.352558506314417,-0.393020017511739,-0.405038304213322,-0.405038304213322,-0.405038304213322,-0.405038304213322,-0.239453741729714,-0.123419545630173,-0.405038304213322,-0.393866358457922,-0.405038304213322,-0.390671745736361,-0.405038304213322,-0.405038304213322,-0.381803294084767,-0.405038304213322,0.534700282474484,-0.336325982739611,0.068432205017884,-0.405038304213322,-0.405038304213322,-0.342043526227332,1.63173967578229,0.995521305042442,1.25586858856121,1.26283391661462,-0.218152932031011,-0.338201372159498,6.50966518235374,0.860904812265832,-0.372506824279243,-0.252513349399572,-0.154864918096121,-0.301035504437555,-0.0551653661828621,-0.124457880440168,-0.00365100926465923,-0.0989941968744417,-0.216923427447924,-0.386935634534948,0.135769029413703,-0.223774380514893,-0.254815369640763,-0.287765983190264,-0.389812484798077,0.00167957015721979,0.260011132472769,-0.405038304213322,-0.220767248256735,-0.293181221069998,-0.405038304213322,-0.324264470100912,-0.0667114439528435,-0.270821142179781,-0.0743245770913039
RTKN2,Treg,Lymphoid,,-0.150249995777693,1.94038749923577,-0.420488206245965,-0.43133453697081,-0.456624949464388,-0.44073344720663,-0.309614229701531,-0.456624949464388,-0.456624949464388,-0.456624949464388,3.75087979200818,-0.249586414901489,-0.111768240027142,-0.212707740041786,-0.280408711462415,-0.299216294380804,-0.269036536735253,0.764514503200864,-0.442845850179839,-0.456624949464388,-0.456624949464388,-0.236179784749504,-0.456624949464388,0.395256644687839,-0.197015001465193,-0.417368734379733,-0.205189803778464,-0.456624949464388,-0.427324100480731,5.14868856828839,1.02675152756418,-0.321956187472861,-0.395614530618293,-0.35269803827701,-0.215689646995386,-0.392196615517035,-0.198123800540162,0.0310844283105654,1.4334109478353,-0.109939373495228,-0.187649154814171,-0.375618461343347,-0.0789096298924725,-0.216663943546131,-0.329951581360577,-0.351160972138152,-0.398245884751683,0.994599868578188,-0.456624949464388,-0.306911961017123,-0.435851173234913,-0.417942619358862,-0.380145095364508,0.0285419731650596,-0.456624949464388,-0.381529960007549
SELL,Treg,Lymphoid,,-0.74575147240263,-0.730702979011978,-0.248321978169648,-0.193638982223145,0.186976070645401,0.0533704676399099,-0.759736232560202,-0.759736232560202,-0.759736232560202,-0.508900694555369,-0.698062284070205,-0.62654542719984,-0.608863967996183,-0.63849332524021,1.3873007338494,-0.741161456704489,-0.712294018628199,1.453055360488,-0.0449186869483832,0.339865993338418,1.50727471008156,0.194044828882304,2.47476018688232,0.250822987250089,-0.2608931380565,0.329032440081249,0.337392975001315,1.15230589328202,0.640118118741239,3.8730880774815,0.94494444876781,-0.446081538663825,-0.372183705368054,0.992066003814494,0.761287340532017,3.24719674931406,-0.368808046608552,-0.343385971472526,-0.531483898980517,-0.49368122236404,-0.744041878063406,-0.634186971374059,-0.620070833176937,-0.693866344551371,-0.555736528371633,-0.759736232560202,-0.0798308044460745,-0.209139795098483,-0.418364060197421,-0.161625601537224,-0.606006156123487,-0.730487607457584,-0.522371064143775,-0.39775403359873,-0.725126540642181,-0.673177442385638
SLAMF1,Treg,Lymphoid,,-0.338328665205898,-0.345557359413307,-0.353694934257262,-0.353694934257262,-0.337942664886387,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.339370001120919,-0.341334262993158,-0.353694934257262,-0.353694934257262,-0.353694934257262,-0.322565540995445,-0.353694934257262,-0.310001795542448,-0.353694934257262,-0.131354360721358,-0.286013288493549,-0.320134744066915,-0.232079751871403,-0.305526046136518,2.08767305614023,-0.304930979178646,-0.237596581926025,5.99760206907769,1.91136408127269,0.909529348486591,1.12633164661477,1.62308662304454,1.07431099179702,0.429946595062832,-0.316450609188797,-0.242475047615552,-0.228690026822552,-0.353694934257262,-0.353694934257262,-0.120154369205182,-0.353694934257262,-0.259972266900339,-0.353694934257262,-0.353694934257262,-0.313502263946685,-0.175452794824035,-0.353694934257262,-0.301068041148928,-0.353694934257262,-0.319912487401077,-0.282931236188116,-0.353694934257262,-0.311515737786097,-0.353694934257262
TIGIT,Treg,Lymphoid,TIGIT,-0.278275342689893,-0.272412905087562,-0.278275342689893,-0.268160989539382,-0.232076059738763,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.260977927061539,-0.183531580402843,-0.247497437657704,-0.158718661688621,-0.236084984108995,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.265661504542699,-0.267547171392614,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.278275342689893,-0.259232145423884,-0.268576170228933,0.0049782986192307,-0.247703665961147,1.03869631966953,6.51548508430102,1.9705391668241,2.06483155434035,0.32355544044739,0.187441268850658,0.1318156151487,-0.255683833624458,-0.227049037498367,-0.264708289974692,-0.180357259947826,-0.197729581162685,-0.249363329110318,-0.278275342689893,-0.278275342689893,-0.254995896255761,-0.186905208856156,-0.2667292399685,-0.252888428194595,-0.214763138310238,-0.278275342689893,-0.2171132358451,-0.265130067525518,-0.278275342689893,-0.223581805795493,-0.278275342689893,-0.246656339498713,-0.278275342689893
CD3G,Tcell_prolif,Lymphoid,CD3G,-0.337767427667459,-0.330712589359262,-0.336575341073211,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.343321831361422,-0.343560288264603,-0.349212116844077,-0.338710938310034,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.302068153708956,-0.343543801043151,-0.349212116844077,-0.0479758596585539,-0.312736523010493,0.837009999688242,3.43568851253707,3.77731182836835,2.87090184687648,2.91459398537019,2.45889055547988,-0.191455137033653,-0.322817519702887,-0.332604926720545,-0.263764953174111,-0.224558875183331,-0.349212116844077,-0.340881738929575,-0.296964918330033,-0.349212116844077,-0.33030970371861,-0.292995246482352,-0.342706783897203,-0.338770244530048,-0.250882714223846,-0.349212116844077,-0.315564964053946,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.349212116844077,-0.333631210936934
CDK1,Tcell_prolif,Lymphoid,,-0.391484308506427,-0.380744764625024,-0.372800878680994,-0.404377963204187,-0.402824317433086,-0.369231963258046,-0.409781124924135,-0.409781124924135,-0.409781124924135,-0.33385320396715,2.75672538713535,-0.365782886930118,-0.315679395918071,-0.365536381751722,-0.390158485278067,-0.331341050879341,-0.353737388675031,3.28981094683011,-0.376012281840451,-0.304413197259843,-0.409781124924135,-0.245907652649031,-0.383709927213371,3.24735298134044,-0.25768372173539,-0.252616963906698,-0.320247626001788,-0.277816822766348,-0.390006268543322,-0.262338923618185,3.47073935612563,-0.360382605621438,-0.388508966106217,-0.396580609273515,-0.409781124924135,-0.382608480825023,-0.204472044571177,-0.126801915008991,-0.33739519878838,-0.409781124924135,-0.391557490400271,0.0236246558029396,0.18281551528879,-0.178772538420837,-0.386982266411961,-0.409781124924135,-0.0466107911834295,2.87827552910738,-0.409781124924135,-0.0769823284568254,-0.152735550702621,0.0358513401803875,-0.296194156937732,-0.228628357199887,-0.409781124924135,-0.393645912943804
CDKN2A,Tcell_prolif,Lymphoid,,-0.0755099232717738,-0.715372941417675,-0.131941525642391,-0.537356447510562,-0.432883564228332,-0.250121942946487,-0.294438537393519,-0.776635844343591,-0.776635844343591,-0.776635844343591,0.385205151688957,1.49930688699687,0.331811071620176,1.56006445933885,0.997924338944044,-0.28456481849585,-0.161314842616813,3.96547196992733,0.0521626725049441,0.550299580253652,-0.776635844343591,-0.483072233278007,-0.626516285603903,1.01333973668003,0.086592156721065,-0.345217762729399,-0.429108054610448,-0.612263448448278,-0.284359036962508,1.40207894002812,3.96802105650673,0.497194359523087,-0.0863290701982423,-0.017023790783495,1.45013856384812,-0.242570699854668,-0.653106591944413,0.511914115836277,-0.737622183133641,-0.492013850579729,-0.387845331446429,-0.138958077299475,-0.310774608917103,-0.520060362998759,-0.637542330813996,-0.643427158968053,-0.300445039431725,0.61316236853429,-0.640852449754429,-0.0210632038449605,-0.621642629868207,-0.586169525439553,-0.776635844343591,-0.776635844343591,-0.776635844343591,-0.746748248114568
